DATE,PLAYER,Aladdin,Alice,Amelia,Angel,Anger,Animal,Baloo,Barbossa,Basil,Baymax,Beast,Belle,Bo.Peep,Bogo,Buzz,Calhoun,Cheshire.Cat,Colette,Dark.Wing,Dash,Davy.Jones,Donald,Ducky.Bunny,Duke.Caboom,Eeyore,Elasticgirl,Elsa,Eve,Evil.Queen,Facilier,Felix,Finnick,Flynn,Flynn.Rider,Frozone,Gaston,Genie,Gerald.M.N,Gizmo,Goliath,Gonzo,Goofy,Hades,Hank.Dory,Hercules,Hiro,Hook,Huey.D.L,Ian.Lightfoot,Jack.Jack,Jack.Skellington,Jack.Sparrow,Jafar,Jasmine,Jessie,Joy,Judy.Hopps,Jumba,Kida,Kim.Possible,King.Louie,Kristoff.Sven,Launchpad,Li.Shang,Linguini,Mad.Hatter,Madam.Mim,Magica,Maleficent,Maui,Maximus,Megara,Megavolt,Merida,Merlin,Mickey,Miguel,Mike,Minnie,Miss.Piggy,Moana,Mr.Incredible,Mulan,Mushu,Nick.Wilde,Olaf,Oogie,Peter.Pan,Pleakley,Pooh,Powerline,Queen.of.Hearts,Quorra,Rafiki,Ralph,Randall,Rapunzel,Rex,Robin.Hood,Sadness,Sally,Scar,Scrooge,Shan.Yu,Shank,Simba.Nala,Slinky,Stitch,Sulley,Syndrome,Tia.Dalma,Tigger,Timon.Pumbaa,Tron,Ursula,Vanellope,Violet,WallE,Woody,Yax,Yzma,Zurg
DATE,PLAYER,Aladdin,Alice,Amelia,Angel,Anger,Animal,Baloo,Barbossa,Basil,Baymax,Beast,Belle,Bo.Peep,Bogo,Buzz,Calhoun,Cheshire.Cat,Colette,Dark.Wing,Dash,Davy.Jones,Donald,Ducky.Bunny,Duke.Caboom,Eeyore,Elasticgirl,Elsa,Eve,Evil.Queen,Facilier,Felix,Finnick,Flynn,Flynn.Rider,Frozone,Gaston,Genie,Gerald.M.N,Gizmo,Goliath,Gonzo,Goofy,Hades,Hank.Dory,Hercules,Hiro,Hook,Huey.D.L,Ian.Lightfoot,Jack.Jack,Jack.Skellington,Jack.Sparrow,Jafar,Jasmine,Jessie,Joy,Judy.Hopps,Jumba,Kida,Kim.Possible,King.Louie,Kristoff.Sven,Launchpad,Li.Shang,Linguini,Mad.Hatter,Madam.Mim,Magica,Maleficent,Maui,Maximus,Megara,Megavolt,Merida,Merlin,Mickey,Miguel,Mike,Minnie,Miss.Piggy,Moana,Mr.Incredible,Mulan,Mushu,Nick.Wilde,Olaf,Oogie,Peter.Pan,Pleakley,Pooh,Powerline,Queen.of.Hearts,Quorra,Rafiki,Ralph,Randall,Rapunzel,Rex,Robin.Hood,Sadness,Sally,Scar,Scrooge,Shan.Yu,Shank,Simba.Nala,Slinky,Stitch,Sulley,Syndrome,Tia.Dalma,Tigger,Timon.Pumbaa,Tron,Ursula,Vanellope,Violet,WallE,Woody,Yax,Yzma,Zurg
2020-01,ambar,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,me,,,,ya,,,,,,,,,,,,,mi,,,,,,,,,,,,,,,,,,,,,,fi,,
2020-01,ambar,,mi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,el,,,,,,,,,,,,,,,,,,,,,,,,,,ma,,,,,,,,,ra,,,,,
2020-01,ambar,,,,,,,,,,,,,,,fl,,,,,,,,,,,,,,,,,,,ra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,el,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ra,,,,,,,,,,,,,
2020-01,amiya,,,,,,go,,ti,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ge,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,amiya,,,,,ha,,,,,wa,,,,,,,,,mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,he,,,,,,,,,,,,,,,,,,,
2020-01,amiya,,,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,je,,,,,,,,,,,sc,,,an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,
2020-01,amorphouse.ice,,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,ga,bo,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,amx,,,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,ol,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,,yz,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,apple,,,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,me,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,apple,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,fr,,,,,,,,,,,,,,,,ba,,,,,,,,,ol,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,ja,,ga,,,,,,,,,,,,,,,,,,,,,,,,fr,mi,
2020-01,aquababy,,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,ol,,,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,askalz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,fr,,
2020-01,askalz,,,,,,,,,,,,,,,,,,,,,,an,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,an,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,,yz,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,askalz,,,,,,wa,,,,,su,,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,,
2020-01,azazel,,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,,
2020-01,bashful.goofy,,,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,mi,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,st,,,,,,,,,
2020-01,bashful.goofy,,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,an,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,bashful.goofy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,ja,,,,,,,,,,,,mi,,,,,,,,,,,,fl,,,,
2020-01,belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,,,,,,,,,,,sc,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,st,,,,,,,,,
2020-01,belarus,,,,,,none,,,,,,,,,,,,,,,,,me,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ge,,,,,,,,,,,mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,belarus,,,,,,,,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ur,,,sh,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,,,,,,,,
2020-01,belarus,,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,st,,,,,,,,,
2020-01,bez.b,,,,,,,,,,,,,,,,,,,,,,,,wo,,,fr,,,,,,,,,,,,,,du,,,,,,,,,,,,,,,ol,,,,,,,,,,,oo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,bez.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,me,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ho,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,bez.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,,,,,,sh,fi,,,,,,,,,,,,,,,,,,,,,ja,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,bezuro,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,je,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,bickk,,,,,,go,,,,,su,,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,du,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,bickk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jo,,,,,sc,,,,,,,,,,,,,,,,ur,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,,
2020-01,bickk,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,me,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,boruto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mi,,,,,,,,zu,,,,,,,,,,,,,,,al,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,boruto,,,,,,,,,,ol,su,,,,,,,,,,,an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ha,,,,,,,
2020-01,boruto,,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,ho,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,brl.gilmara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,sc,,,an,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,,
2020-01,brl.gilmara,,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,al,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,brl.gilmara,,,,,,,,,,wa,su,,,,,,,,,,,,me,,,,,,,,,,,,,ca,,,,,,je,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,bro.disco.stu,,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,da,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,bro.disco.stu,,,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,,,,,,,,,,,sc,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,bro.disco.stu,,,,,zu,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,el,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,st,,,,,,,,,
2020-01,bro.gariette,,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,ol,,,,,,,,,,,,,ur,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,bro.gariette,,,,,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,ba,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,bro.gariette,,,,,,,,,,ol,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,je,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,,
2020-01,bro.gariette,,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,du,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,ur,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,bro.gary,,,,,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,ba,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,bro.gary,,,,,,,,,,ol,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,je,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,bro.gary,,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,du,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,ur,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,bro.stuuby.doo,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,brofessor.xi,,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,brofessor.xi,,,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,sc,,,,,,,,,,,,,,,,ur,,,,,,,,,,,,,,,,,mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,brofessor.xi,,,,,,,,,,,su,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ro,,,,,,,,,,mi,,,,,,,,,,ma,,,,,,,,,,,,,,
2020-01,brother.alexp,,,,,zu,,,,,,,,,,,,,,,,,,,wo,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,,
